3.714639999999999986e+01,2.162049999999999983e+01,3.350600000000000023e+00,2.501999999999999780e-01,1.295999999999999930e-01,2.776100000000000012e+00,2.815559999999999974e+01,-1.295809999999999995e+01,1.705000000000000071e+00,7.818940000000000623e+01
5.176559999999999917e+01,3.072250000000000014e+01,3.578000000000000291e+00,1.600999999999999923e-01,8.709999999999999687e-02,3.824459999999999837e+01,3.942750000000000199e+01,1.435510000000000019e+01,7.618100000000000094e+00,1.972579999999999814e+02
3.339170000000000016e+01,1.088390000000000057e+01,2.488599999999999923e+00,4.577999999999999847e-01,2.549000000000000155e-01,9.749800000000000466e+00,-1.685040000000000049e+01,1.016799999999999926e+01,4.116000000000000547e+00,1.178050000000000068e+02
2.084909999999999997e+01,9.928699999999999193e+00,2.315999999999999837e+00,6.038999999999999924e-01,3.647000000000000242e-01,2.730599999999999916e+00,-1.477459999999999951e+01,-7.676899999999999835e+00,6.585179999999999723e+01,2.565249999999999986e+01
2.559909999999999997e+01,1.253040000000000020e+01,2.695899999999999963e+00,4.994999999999999996e-01,3.292999999999999816e-01,7.210499999999999687e+00,-1.926350000000000051e+01,-9.913000000000000256e+00,8.751500000000000057e+00,2.157069999999999936e+02
2.924279999999999902e+01,8.179199999999999804e+00,2.621399999999999952e+00,4.470000000000000084e-01,3.341999999999999971e-01,7.558200000000000252e+00,2.728150000000000119e+01,-1.020979999999999954e+01,1.446550000000000047e+01,2.348111000000000104e+02
1.117245999999999952e+02,5.675209999999999866e+01,3.187500000000000000e+00,1.607999999999999985e-01,8.429999999999999993e-02,1.298734000000000037e+02,6.183050000000000068e+01,1.050229999999999997e+01,3.069010000000000105e+01,1.484478000000000009e+02
3.290449999999999875e+01,9.778200000000000003e+00,2.283599999999999852e+00,5.119000000000000217e-01,2.676000000000000045e-01,3.259000000000000341e+01,1.826460000000000150e+01,-1.153260000000000041e+01,8.132080000000000553e+01,1.678863000000000056e+02
8.877469999999999573e+01,2.430920000000000059e+01,3.478299999999999947e+00,2.005000000000000115e-01,1.029000000000000054e-01,3.566700000000000159e+01,9.248470000000000368e+01,-1.561030000000000051e+01,1.814200000000000035e+00,2.739080000000000155e+02
3.777709999999999724e+01,2.537630000000000052e+01,3.364799999999999791e+00,2.235999999999999932e-01,1.207000000000000017e-01,2.981609999999999872e+01,-1.596679999999999922e+01,-1.211170000000000080e+01,8.021000000000000352e-01,1.968549999999999898e+02
2.529429999999999978e+01,0.000000000000000000e+00,2.236800000000000122e+00,7.129999999999999671e-01,3.796999999999999820e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.124259999999999948e+01,7.055889999999999418e+01,7.805929999999999325e+01
8.577769999999999584e+01,2.385000000000000142e+01,2.780299999999999994e+00,4.615000000000000213e-01,2.802999999999999936e-01,-1.727670000000000172e+01,-1.065173999999999950e+02,-1.020170000000000066e+01,2.699199999999999733e+01,2.060471000000000004e+02
5.451239999999999952e+01,1.950179999999999936e+01,2.950899999999999856e+00,2.530999999999999917e-01,1.449999999999999900e-01,3.295629999999999882e+01,-3.212819999999999965e+01,-1.465189999999999948e+01,1.707400000000000029e+00,2.129020000000000152e+02
1.812020000000000053e+01,1.062940000000000040e+01,2.376599999999999824e+00,7.100999999999999535e-01,4.055000000000000271e-01,8.128099999999999881e+00,-1.561720000000000041e+01,-3.570300000000000029e+00,3.782249999999999801e+01,1.896450000000000102e+02
9.559730000000000416e+01,2.578059999999999974e+01,3.494299999999999962e+00,2.169000000000000095e-01,1.151999999999999968e-01,-1.327940000000000076e+01,4.333930000000000149e+01,1.668769999999999953e+01,5.731000000000000538e-01,3.272169999999999845e+02
3.871820000000000306e+01,2.255249999999999844e+01,2.461599999999999788e+00,3.281999999999999917e-01,1.779000000000000026e-01,-3.279710000000000036e+01,-2.704870000000000019e+01,-1.431039999999999957e+01,1.439099999999999824e+01,1.080690000000000026e+02
2.512170000000000059e+01,0.000000000000000000e+00,2.279900000000000038e+00,7.244000000000000439e-01,4.383000000000000229e-01,2.543280000000000030e+01,1.666929999999999978e+01,-1.000000000000000048e-04,4.858250000000000313e+01,2.425149999999999864e+02
2.008210000000000051e+01,7.017199999999999882e+00,2.210900000000000087e+00,7.876999999999999558e-01,4.277000000000000246e-01,2.077270000000000039e+01,1.372310000000000052e+01,-5.158199999999999896e+00,3.435800000000000409e+01,1.270129999999999910e+02
2.420791000000000111e+02,7.115680000000000405e+01,3.694700000000000095e+00,1.900000000000000022e-01,1.039000000000000062e-01,-1.022562999999999960e+02,-2.258661999999999921e+02,8.216490000000000293e+01,6.078359999999999985e+01,2.580837999999999965e+02
6.452259999999999707e+01,1.490869999999999962e+01,2.555699999999999861e+00,3.114999999999999991e-01,1.877999999999999947e-01,7.916549999999999443e+01,-4.061690000000000111e+01,-7.420700000000000074e+00,4.699999999999999734e-01,1.985959999999999752e+02
5.698919999999999675e+01,2.781279999999999930e+01,2.703699999999999992e+00,3.362999999999999878e-01,1.908999999999999864e-01,-6.839199999999999946e+00,-4.746000000000000085e+01,-3.087099999999999866e+01,8.552769999999999584e+01,7.665500000000000114e+01
6.699949999999999761e+01,3.111830000000000140e+01,3.562399999999999789e+00,1.358999999999999930e-01,6.940000000000000335e-02,4.893670000000000186e+01,6.178260000000000218e+01,1.088490000000000002e+01,3.101399999999999935e+00,1.983820000000000050e+02
2.274119999999999919e+01,1.017450000000000010e+01,2.484300000000000175e+00,5.638999999999999568e-01,3.033000000000000140e-01,3.083999999999999986e+01,-1.510580000000000034e+01,6.833300000000000374e+00,1.224939999999999962e+01,1.802470000000000141e+02
3.486140000000000327e+01,1.889570000000000149e+01,2.933199999999999807e+00,2.519000000000000128e-01,1.358999999999999930e-01,1.642900000000000205e+01,1.816769999999999996e+01,9.021499999999999631e+00,5.772000000000000242e+00,1.980300000000000011e+02
2.029799999999999827e+01,1.640500000000000114e+01,2.412500000000000089e+00,4.526000000000000023e-01,2.263000000000000012e-01,2.265230000000000032e+01,1.900219999999999843e+01,8.565099999999999270e+00,5.844100000000000250e+01,1.934790000000000134e+02
2.129500000000000171e+01,1.635650000000000048e+01,2.601500000000000146e+00,4.329999999999999960e-01,2.289999999999999813e-01,-1.112119999999999997e+01,1.028309999999999924e+01,-1.169139999999999979e+01,1.240429999999999922e+01,8.005020000000000380e+01
4.011780000000000257e+01,2.275840000000000174e+01,3.005799999999999805e+00,2.742999999999999883e-01,1.849999999999999978e-01,6.246900000000000119e+00,-2.996270000000000167e+01,1.590719999999999956e+01,1.229999999999999982e+00,1.925769999999999982e+02
1.002679999999999971e+01,6.354000000000000092e+00,2.714199999999999946e+00,6.273999999999999577e-01,3.200999999999999956e-01,1.837699999999999889e+00,4.268000000000000127e-01,-7.537399999999999878e+00,6.132480000000000331e+01,1.777556999999999903e+02
3.833919999999999817e+01,1.824070000000000036e+01,2.692800000000000082e+00,3.266000000000000014e-01,1.957000000000000128e-01,4.438600000000000279e+01,-2.493009999999999948e+01,1.550159999999999982e+01,7.116000000000000547e+00,2.417470000000000141e+02
8.653889999999999816e+01,1.631520000000000081e+01,2.875599999999999934e+00,3.023000000000000131e-01,1.565000000000000002e-01,4.890559999999999974e+01,7.228289999999999793e+01,4.420700000000000074e+00,1.530000000000000027e+00,2.456730000000000018e+02
1.922739999999999938e+01,1.022409999999999997e+01,2.429800000000000182e+00,6.505999999999999561e-01,4.107999999999999985e-01,-5.652400000000000091e+00,1.542820000000000036e+01,8.354200000000000514e+00,6.145399999999999352e+01,1.888199999999999932e+02
9.471959999999999980e+01,2.692989999999999995e+01,2.874200000000000088e+00,2.685000000000000164e-01,1.423000000000000098e-01,-9.746799999999998931e+01,-6.697800000000000864e+01,2.434659999999999869e+01,3.753540000000000276e+01,2.177079999999999984e+02
1.939900000000000091e+01,7.437700000000000422e+00,2.171699999999999964e+00,7.407000000000000250e-01,4.410999999999999921e-01,-1.230900000000000105e+00,6.810900000000000176e+00,4.541900000000000048e+00,3.601059999999999661e+01,9.360689999999999600e+01
8.023739999999999384e+01,5.446899999999999409e+01,3.346200000000000063e+00,1.724999999999999867e-01,9.450000000000000067e-02,-2.122710000000000008e+01,4.608239999999999981e+01,3.775439999999999685e+01,1.526360000000000028e+01,3.085452999999999975e+02
3.213569999999999993e+01,1.683500000000000085e+01,2.797299999999999898e+00,3.270000000000000129e-01,1.842000000000000026e-01,-3.720099999999999962e+00,1.362669999999999959e+01,-8.218600000000000350e+00,3.028000000000000025e+00,1.323899999999999864e+02
2.591260000000000119e+01,1.051440000000000019e+01,2.438099999999999934e+00,7.156000000000000139e-01,3.672000000000000264e-01,-2.953300000000000125e+01,-6.168899999999999828e+00,-1.371799999999999908e+00,4.275300000000000011e+01,2.423657000000000039e+02
1.524629999999999974e+01,1.396560000000000024e+01,2.434299999999999908e+00,6.239000000000000101e-01,3.178000000000000269e-01,-4.002120000000000033e+01,6.777599999999999625e+00,-7.609099999999999753e+00,8.892969999999999686e+01,1.493362999999999943e+02
4.094910000000000139e+01,1.397380000000000067e+01,2.705900000000000194e+00,3.760000000000000009e-01,2.451000000000000123e-01,1.137900000000000134e+01,3.025219999999999843e+01,1.051069999999999993e+01,8.558500000000000441e+00,1.648409999999999798e+02
